;Wavenumber;10.12.D;10.12.G;10.13.G;12.1.D;12.1.G;12.4.D;12.4.G;12.5.D;12.5.G
1638;2362,0;99,683188;96,681314;99,505969;99,22207;96,571273;100,641181;96,897546;97,878945;98,511148
1639;2361,0;99,458504;96,740079;99,548956;99,0137;96,726822;100,522549;96,960848;97,877766;98,636643
1640;2360,0;99,294873;96,773935;99,586111;98,970848;96,746765;100,492588;97,028804;97,918904;98,727453
1641;2359,0;99,281317;96,795192;99,615006;99,078231;96,682709;100,580094;97,090397;98,014611;98,796222
1642;2358,0;99,389909;96,815726;99,616078;99,223455;96,606939;100,7012;97,148556;98,125566;98,869608
1643;2357,0;99,505784;96,842495;99,578667;99,301606;96,549377;100,7417;97,199736;98,176669;98,929654
1644;2356,0;99,549218;96,881444;99,541586;99,298331;96,53714;100,682934;97,248836;98,133683;98,952062
1645;2355,0;99,53815;96,919431;99,553359;99,280984;96,598572;100,607327;97,295529;98,036426;98,942537
1646;2354,0;99,508708;96,922674;99,617652;99,285151;96,698147;100,600335;97,315095;97,939841;98,918532
1647;2353,0;99,479813;96,875218;99,68632;99,295529;96,749439;100,674538;97,291448;97,882746;98,878514
1648;2352,0;99,455722;96,810345;99,707024;99,298629;96,706935;100,792881;97,230419;97,878286;98,80583
1649;2351,0;99,435587;96,775638;99,667856;99,302637;96,611365;100,898915;97,166673;97,918979;98,718083
1650;2350,0;99,418711;96,784715;99,595711;99,314369;96,544385;100,940432;97,137676;97,975002;98,659423
1651;2349,0;99,401791;96,810882;99,538239;99,318528;96,555246;100,903173;97,151554;98,008765;98,659764
1652;2348,0;99,416261;96,807058;99,523451;99,32534;96,630833;100,822949;97,188413;98,010706;98,70232
1653;2347,0;99,49755;96,739954;99,548283;99,362189;96,703571;100,775275;97,198603;97,995164;98,721689
1654;2346,0;99,63683;96,627732;99,588667;99,431264;96,705448;100,796073;97,169332;97,990466;98,672966
1655;2345,0;99,744697;96,546235;99,602945;99,471512;96,640431;100,852943;97,128733;98,000474;98,577449
1656;2344,0;99,743707;96,54282;99,566442;99,420049;96,572096;100,908406;97,094647;98,025092;98,516364
1657;2343,0;99,687246;96,582264;99,488039;99,319724;96,557;100,943731;97,047863;98,079234;98,540439
1658;2342,0;99,629919;96,619774;99,415587;99,232366;96,591909;100,929297;96,96931;98,129533;98,62248
1659;2341,0;99,554482;96,658763;99,392441;99,179544;96,63365;100,834527;96,908225;98,122365;98,704419
1660;2340,0;99,42429;96,720134;99,424643;99,150133;96,648199;100,699397;96,927766;98,040542;98,741589
1661;2339,0;99,269631;96,791079;99,488533;99,13114;96,64036;100,597994;97,039845;97,926031;98,7333
1662;2338,0;99,17789;96,838937;99,541826;99,123595;96,640079;100,563247;97,182628;97,833689;98,703685
1663;2337,0;99,210642;96,851841;99,567826;99,139194;96,662089;100,58131;97,28883;97,797723;98,686888
1664;2336,0;99,348205;96,844555;99,577351;99,192221;96,69768;100,638316;97,339491;97,816736;98,701351
1665;2335,0;99,506518;96,824927;99,584239;99,27167;96,724618;100,718065;97,360554;97,856352;98,74014
1666;2334,0;99,599559;96,783151;99,580129;99,328774;96,726046;100,776016;97,359917;97,872676;98,774001
1667;2333,0;99,6064;96,716062;99,561145;99,323578;96,695059;100,767196;97,328026;97,861997;98,787255
1668;2332,0;99,57611;96,651846;99,54577;99,276738;96,65226;100,713534;97,257319;97,862698;98,783158
1669;2331,0;99,566003;96,628335;99,565522;99,247332;96,634213;100,685598;97,175968;97,907269;98,781911
1670;2330,0;99,598426;96,656925;99,619429;99,278332;96,67436;100,714086;97,113455;97,990157;98,785129
1671;2329,0;99,644388;96,718327;99,683953;99,344511;96,76243;100,769583;97,075367;98,081696;98,788223
1672;2328,0;99,701045;96,785948;99,728479;99,419466;96,862924;100,807864;97,071874;98,177435;98,796378
1673;2327,0;99,76462;96,841931;99,73815;99,483173;96,930109;100,831766;97,096146;98,256057;98,800972
1674;2326,0;99,817912;96,864779;99,708476;99,518447;96,927552;100,847985;97,122178;98,280852;98,778172
1675;2325,0;99,829241;96,835837;99,639541;99,504961;96,845174;100,847167;97,097781;98,222465;98,701861
1676;2324,0;99,787412;96,760397;99,553189;99,433442;96,721008;100,814003;97,011304;98,112286;98,602055
1677;2323,0;99,728323;96,679339;99,479881;99,336848;96,633973;100,75835;96,921356;98,025835;98,548487
1678;2322,0;99,675905;96,64284;99,452578;99,24743;96,635946;100,716343;96,892354;98,007823;98,579673
1679;2321,0;99,638981;96,668602;99,482355;99,192259;96,705069;100,707723;96,936174;98,05178;98,661341
1680;2320,0;99,62291;96,736363;99,553039;99,187124;96,778735;100,732102;97,001789;98,11985;98,721928
1681;2319,0;99,648601;96,809645;99,633585;99,238595;96,818646;100,776007;97,049868;98,17832;98,732132
1682;2318,0;99,7143;96,859382;99,689231;99,322198;96,828815;100,825793;97,068597;98,194421;98,707793
1683;2317,0;99,774964;96,869523;99,710987;99,383979;96,817441;100,859387;97,074659;98,151691;98,683042
1684;2316,0;99,784917;96,842055;99,708791;99,390982;96,784757;100,855339;97,086491;98,070577;98,670778
1685;2315,0;99,736331;96,796791;99,704609;99,353737;96,725592;100,813356;97,111418;97,997738;98,666574
1686;2314,0;99,66925;96,76093;99,705172;99,317216;96,647661;100,760066;97,125809;97,974667;98,655541
1687;2313,0;99,631196;96,750417;99,707974;99,316172;96,56224;100,736361;97,094217;98,013321;98,629682
1688;2312,0;99,659796;96,760817;99,703045;99,364363;96,488626;100,764087;97,018336;98,111062;98,593162
1689;2311,0;99,755732;96,778685;99,684389;99,444395;96,444481;100,831325;96,953819;98,244845;98,562229
1690;2310,0;99,878432;96,796222;99,64742;99,51795;96,441803;100,892747;96,956653;98,367938;98,554348
1691;2309,0;99,956743;96,814616;99,59769;99,545779;96,47046;100,907253;97,018463;98,422732;98,573874
1692;2308,0;99,949968;96,834914;99,549279;99,525782;96,511062;100,868014;97,081928;98,395958;98,606032
1693;2307,0;99,883604;96,852836;99,518064;99,493267;96,549414;100,810405;97,106094;98,328736;98,624173
1694;2306,0;99,824491;96,86085;99,510455;99,482549;96,585681;100,773681;97,098502;98,276015;98,614552
1695;2305,0;99,813894;96,855619;99,525047;99,496617;96,620025;100,76912;97,085001;98,25381;98,59308
1696;2304,0;99,838179;96,841027;99,55534;99,516663;96,649074;100,779583;97,075408;98,242506;98,592832
1697;2303,0;99,857378;96,823548;99,590208;99,525425;96,668207;100,789581;97,067982;98,218883;98,628689
1698;2302,0;99,850109;96,804698;99,613165;99,511403;96,677762;100,798705;97,063249;98,178231;98,677365
1699;2301,0;99,827109;96,780194;99,614163;99,468312;96,675439;100,810712;97,062532;98,130816;98,699976
1700;2300,0;99,815572;96,747921;99,594878;99,408857;96,658823;100,818212;97,058494;98,095318;98,678174
1701;2299,0;99,826015;96,714937;99,565887;99,361622;96,63092;100,812169;97,042221;98,083178;98,626374
1702;2298,0;99,84052;96,693682;99,53633;99,345058;96,607403;100,793329;97,018259;98,086592;98,574823
1703;2297,0;99,823485;96,693227;99,517778;99,343941;96,603628;100,772388;97,001747;98,07863;98,550888
1704;2296,0;99,759671;96,714713;99,524484;99,331869;96,622571;100,755017;97,004689;98,043924;98,56948
1705;2295,0;99,668603;96,753733;99,563189;99,300564;96,651531;100,742652;97,025007;97,992512;98,624049
1706;2294,0;99,589559;96,799778;99,621527;99,262324;96,677035;100,737964;97,056052;97,947035;98,688765
1707;2293,0;99,547546;96,836359;99,675945;99,228736;96,696266;100,747441;97,092805;97,915491;98,733854
1708;2292,0;99,542215;96,848193;99,709567;99,203846;96,715882;100,768783;97,133083;97,893887;98,746191
1709;2291,0;99,556897;96,835098;99,715611;99,188688;96,7387;100,786979;97,170189;97,876675;98,727727
1710;2290,0;99,570454;96,814957;99,693729;99,176667;96,757667;100,783842;97,195569;97,857675;98,688548
1711;2289,0;99,564947;96,810482;99,653614;99,152137;96,766927;100,753811;97,206007;97,826172;98,648699
1712;2288,0;99,532235;96,831484;99,620358;99,105029;96,773887;100,706469;97,207298;97,779707;98,639303
1713;2287,0;99,47829;96,869256;99,615866;99,046352;96,790476;100,655622;97,204506;97,732291;98,676089
1714;2286,0;99,416903;96,903213;99,633504;98,995799;96,809886;100,607689;97,191867;97,696469;98,732192
1715;2285,0;99,363909;96,912163;99,641912;98,962699;96,806597;100,559638;97,15874;97,665291;98,755403
1716;2284,0;99,333495;96,886461;99,621047;98,94597;96,768195;100,506542;97,108143;97,627176;98,720807
1717;2283,0;99,331803;96,836313;99,583218;98,94591;96,719499;100,450079;97,06421;97,591505;98,652956
1718;2282,0;99,346004;96,786583;99,554808;98,959794;96,69909;100,401912;97,055023;97,576887;98,593238
1719;2281,0;99,352671;96,757219;99,547692;98,974588;96,715358;100,377632;97,089857;97,579576;98,562556
1720;2280,0;99,344889;96,74855;99,557137;98,978118;96,740174;100,387289;97,153645;97,576048;98,56038
1721;2279,0;99,342971;96,7488;99,579045;98,974966;96,750205;100,428704;97,222077;97,561136;98,58152
1722;2278,0;99,365099;96,752224;99,616369;98,978267;96,757563;100,488807;97,274706;97,557021;98,617825
1723;2277,0;99,398722;96,761057;99,668945;98,992478;96,788406;100,550031;97,297654;97,577864;98,656836
1724;2276,0;99,414902;96,772766;99,724743;99,015477;96,84208;100,59903;97,282946;97,605961;98,692033
1725;2275,0;99,401065;96,778713;99,766237;99,04608;96,887281;100,630703;97,235134;97,615027;98,728284
1726;2274,0;99,365599;96,779782;99,784875;99,075758;96,897353;100,643965;97,176894;97,600017;98,766553
1727;2273,0;99,319048;96,790999;99,790298;99,082021;96,874996;100,637069;97,138082;97,572267;98,793033
1728;2272,0;99,272307;96,820335;99,800623;99,050803;96,838773;100,612259;97,132288;97,541127;98,793418
1729;2271,0;99,245465;96,85077;99,821194;98,999583;96,797077;100,586004;97,145908;97,513359;98,769365
1730;2270,0;99,256204;96,856191;99,838085;98,963656;96,747886;100,583636;97,157254;97,500345;98,734212
1731;2269,0;99,296867;96,834127;99,837869;98,962176;96,699003;100,613009;97,163486;97,509305;98,702095
1732;2268,0;99,338398;96,810267;99,824967;98,986077;96,671431;100,64622;97,177908;97,531148;98,686651
1733;2267,0;99,357743;96,806474;99,807397;99,010687;96,673904;100,640651;97,199601;97,547957;98,695063
1734;2266,0;99,350396;96,813617;99,7748;99,011595;96,683912;100,583228;97,202567;97,551857;98,712709
1735;2265,0;99,322025;96,80471;99,712529;98,981543;96,668981;100,505954;97,169336;97,548342;98,708466
1736;2264,0;99,286;96,771886;99,637181;98,943789;96,627942;100,452715;97,125134;97,541244;98,669135
1737;2263,0;99,263701;96,741134;99,594153;98,931769;96,597783;100,440234;97,11544;97,519761;98,616725
1738;2262,0;99,269263;96,744972;99,608394;98,943797;96,6128;100,457313;97,149836;97,468172;98,581822
1739;2261,0;99,29391;96,784116;99,652362;98,938997;96,665357;100,491861;97,184949;97,391975;98,57323
1740;2260,0;99,31893;96,824079;99,676726;98,896334;96,714925;100,543064;97,171966;97,329772;98,586945
1741;2259,0;99,339597;96,834347;99,664473;98,856724;96,732138;100,607154;97,111239;97,325093;98,626856
1742;2258,0;99,355545;96,824486;99,644767;98,875197;96,723881;100,664275;97,051412;97,377848;98,695093
1743;2257,0;99,347601;96,830087;99,658549;98,945006;96,717178;100,686101;97,041598;97,436192;98,771972
1744;2256,0;99,292753;96,864156;99,720376;98,998529;96,72884;100,656607;97,087826;97,449481;98,827089
1745;2255,0;99,207206;96,897159;99,808819;98,981592;96,755155;100,585337;97,152468;97,423401;98,84785
1746;2254,0;99,14545;96,89382;99,883188;98,903929;96,784332;100,505331;97,190207;97,405918;98,84034
1747;2253,0;99,1432;96,856992;99,910995;98,821059;96,809631;100,456592;97,187651;97,427213;98,811485
1748;2252,0;99,181923;96,820984;99,886985;98,789443;96,829612;100,463127;97,169656;97,473318;98,769415
1749;2251,0;99,220572;96,809452;99,831274;98,830562;96,841163;100,519877;97,167739;97,513047;98,735074
1750;2250,0;99,245093;96,816838;99,771263;98,912571;96,839223;100,599216;97,188561;97,527561;98,729863
1751;2249,0;99,271274;96,828357;99,728791;98,967688;96,823925;100,668437;97,217206;97,513474;98,750021
1752;2248,0;99,31232;96,839834;99,719106;98,953295;96,80409;100,701584;97,24222;97,482444;98,771306
1753;2247,0;99,359989;96,853804;99,749049;98,89669;96,791207;100,685197;97,262749;97,463166;98,780275
1754;2246,0;99,394297;96,869079;99,80686;98,864276;96,792648;100,627375;97,276196;97,481368;98,785625
1755;2245,0;99,401008;96,881275;99,859047;98,891188;96,811077;100,565031;97,277084;97,525349;98,7979
1756;2244,0;99,381449;96,885303;99,871136;98,956086;96,843293;100,548199;97,269631;97,550179;98,814793
1757;2243,0;99,350017;96,874885;99,839587;99,016499;96,875017;100,601735;97,264383;97,529092;98,829544
1758;2242,0;99,322745;96,849915;99,801444;99,046746;96,884981;100,69933;97,259986;97,487005;98,839001
1759;2241,0;99,308885;96,826265;99,803488;99,046726;96,865651;100,780695;97,246405;97,469998;98,838299
1760;2240,0;99,314291;96,824375;99,854124;99,035819;96,837286;100,800187;97,231592;97,493476;98,820693
1761;2239,0;99,344839;96,843173;99,909443;99,038903;96,830084;100,760944;97,24403;97,534429;98,789392
1762;2238,0;99,395614;96,858582;99,916682;99,063126;96,851542;100,70406;97,29377;97,564387;98,760139
1763;2237,0;99,442607;96,853047;99,86938;99,09023;96,878595;100,669168;97,343254;97,574656;98,744438
1764;2236,0;99,460915;96,832698;99,805896;99,102079;96,881399;100,667713;97,335204;97,575462;98,735305
1765;2235,0;99,450768;96,810486;99,754911;99,103054;96,849363;100,689951;97,249917;97,583297;98,716901
1766;2234,0;99,432052;96,793692;99,70885;99,102816;96,799778;100,725432;97,129248;97,605657;98,688184
1767;2233,0;99,416012;96,799338;99,661176;99,093677;96,770882;100,767773;97,046613;97,630036;98,672042
1768;2232,0;99,39871;96,85429;99,637581;99,068258;96,795785;100,807639;97,050562;97,634514;98,692979
1769;2231,0;99,380286;96,952517;99,658869;99,045901;96,862751;100,835338;97,125907;97,616809;98,739665
1770;2230,0;99,368452;97,030199;99,691408;99,052448;96,905854;100,848454;97,206176;97,601155;98,757837
1771;2229,0;99,358791;97,020821;99,674931;99,080182;96,862769;100,842903;97,23425;97,603869;98,701839
1772;2228,0;99,336162;96,933204;99,598637;99,096393;96,747085;100,800387;97,212754;97,605323;98,597344
1773;2227,0;99,307712;96,841829;99,513467;99,088803;96,635482;100,708917;97,183359;97,577602;98,527424
1774;2226,0;99,311762;96,800625;99,465494;99,075891;96,576507;100,601441;97,163636;97,533743;98,541176
1775;2225,0;99,371343;96,799605;99,452615;99,072673;96,543989;100,544153;97,131361;97,523198;98,596412
1776;2224,0;99,451138;96,80969;99,456829;99,071415;96,498883;100,564551;97,074905;97,571408;98,615451
1777;2223,0;99,485981;96,832543;99,485376;99,060236;96,466106;100,613537;97,028405;97,643201;98,582893
1778;2222,0;99,453074;96,883961;99,556184;99,040738;96,509779;100,625579;97,037301;97,677117;98,557055
1779;2221,0;99,399018;96,953532;99,662723;99,021965;96,640276;100,599657;97,10656;97,645154;98,591271
1780;2220,0;99,388549;97,007943;99,776395;99,009926;96,784387;100,587211;97,199884;97,57084;98,677088
1781;2219,0;99,43661;97,022922;99,87327;99,003386;96,858632;100,609008;97,27496;97,498961;98,768543
1782;2218,0;99,498261;96,993055;99,943031;98,989533;96,849939;100,623744;97,303684;97,457888;98,830526
1783;2217,0;99,519023;96,922903;99,983184;98,94996;96,814546;100,585648;97,276263;97,442238;98,849779
1784;2216,0;99,487055;96,829891;99,999993;98,885917;96,813197;100,502524;97,20949;97,421825;98,825814
1785;2215,0;99,435734;96,749685;100,007896;98,831616;96,859904;100,425101;97,142635;97,374778;98,775595
1786;2214,0;99,404989;96,718579;100,017555;98,826493;96,926124;100,40214;97,107519;97,31932;98,737959
1787;2213,0;99,408327;96,745786;100,029007;98,877359;96,978897;100,452414;97,10679;97,301659;98,751398
1788;2212,0;99,431822;96,808203;100,037869;98,959071;97,0073;100,55396;97,128444;97,33934;98,820099
1789;2211,0;99,451254;96,868264;100,037657;99,043178;97,014761;100,647982;97,165051;97,388419;98,905778
1790;2210,0;99,446408;96,893161;100,018123;99,109647;96,999498;100,674678;97,20404;97,389322;98,955395
1791;2209,0;99,412407;96,871633;99,979913;99,142042;96,958146;100,624615;97,22002;97,343592;98,94249
1792;2208,0;99,368495;96,826606;99,949301;99,135801;96,904812;100,547316;97,203014;97,320444;98,888213
1793;2207,0;99,349067;96,80104;99,951707;99,109722;96,866234;100,503827;97,18063;97,37944;98,838812
1794;2206,0;99,375224;96,816085;99,965737;99,091346;96,852895;100,522478;97,184022;97,506302;98,817996
1795;2205,0;99,435348;96,847916;99,934;99,090094;96,851203;100,594378;97,198683;97,632953;98,807728
1796;2204,0;99,497028;96,857503;99,83579;99,094907;96,850039;100,68408;97,177805;97,701334;98,783575
1797;2203,0;99,531579;96,835396;99,723222;99,093263;96,854482;100,739542;97,105875;97,693758;98,757432
1798;2202,0;99,523756;96,804074;99,666614;99,081562;96,861245;100,7211;97,025483;97,623941;98,76478
1799;2201,0;99,47564;96,787762;99,684729;99,065732;96,843882;100,640568;96,996975;97,530309;98,812667
1800;2200,0;99,418017;96,797667;99,743968;99,065501;96,786136;100,55661;97,046019;97,47002;98,862763
1801;2199,0;99,403973;96,836189;99,800486;99,107602;96,715689;100,520688;97,148746;97,486323;98,871735
1802;2198,0;99,463012;96,890558;99,819542;99,194711;96,680325;100,540305;97,249171;97,568424;98,831658
1803;2197,0;99,557822;96,925484;99,781612;99,284337;96,697138;100,59076;97,291043;97,654533;98,765998
1804;2196,0;99,610623;96,909333;99,705914;99,318317;96,743241;100,635614;97,25502;97,684944;98,702763
1805;2195,0;99,583667;96,852283;99,649748;99,277273;96,786343;100,636689;97,17222;97,650537;98,659998
1806;2194,0;99,517152;96,797959;99,647396;99,198319;96,801824;100,583109;97,092932;97,591824;98,642701
1807;2193,0;99,477835;96,774154;99,660704;99,142514;96,772801;100,524068;97,044822;97,559899;98,638689
1808;2192,0;99,485361;96,771309;99,629086;99,149023;96,705746;100,533075;97,030815;97,573377;98,622909
1809;2191,0;99,504846;96,771593;99,562902;99,210616;96,641415;100,616942;97,055456;97,59998;98,577054
1810;2190,0;99,501607;96,770546;99,541357;99,280832;96,618292;100,693958;97,124137;97,58133;98,506004
1811;2189,0;99,480679;96,758506;99,609109;99,308481;96,624181;100,688979;97,212322;97,489498;98,435419
1812;2188,0;99,467166;96,712428;99,717821;99,2748;96,616184;100,61812;97,266435;97,359385;98,397421
1813;2187,0;99,463625;96,634262;99,79318;99,19725;96,592867;100,547327;97,255654;97,255072;98,414863
1814;2186,0;99,444271;96,578177;99,822646;99,104213;96,606718;100,504039;97,208633;97,210989;98,486393
1815;2185,0;99,392674;96,604729;99,841642;99,020837;96,686337;100,473961;97,181716;97,218238;98,583586
1816;2184,0;99,333344;96,709052;99,85585;98,973665;96,780885;100,4557;97,195638;97,25687;98,673928
1817;2183,0;99,314285;96,821894;99,824492;98,983039;96,815499;100,463964;97,216761;97,314557;98,747117
1818;2182,0;99,356911;96,884116;99,728824;99,041269;96,784261;100,488265;97,20108;97,371252;98,80638
1819;2181,0;99,428287;96,898801;99,623233;99,115962;96,757322;100,498714;97,148653;97,396523;98,842399
1820;2180,0;99,467503;96,908403;99,592165;99,182893;96,802668;100,494829;97,110829;97,37999;98,844768
1821;2179,0;99,439782;96,945659;99,66745;99,237997;96,925849;100,510488;97,14455;97,346807;98,839816
1822;2178,0;99,366152;97,014184;99,803441;99,275143;97,074839;100,568894;97,257745;97,329042;98,87947
1823;2177,0;99,304534;97,088706;99,921812;99,278582;97,171275;100,658525;97,392548;97,331264;98,968105
1824;2176,0;99,297545;97,118059;99,96611;99,245388;97,144706;100,746915;97,464091;97,331119;99,024968
1825;2175,0;99,334473;97,052041;99,91947;99,192843;96,976447;100,79508;97,427332;97,305773;98,958491
1826;2174,0;99,370129;96,893154;99,797624;99,138336;96,730137;100,773656;97,315607;97,253093;98,77553
1827;2173,0;99,381598;96,716882;99,647847;99,094405;96,524144;100,69709;97,217994;97,193926;98,587424
1828;2172,0;99,391898;96,619805;99,541383;99,081679;96,452738;100,627242;97,211035;97,154357;98,504431
1829;2171,0;99,429696;96,645404;99,53239;99,114017;96,528743;100,60914;97,296828;97,138365;98,544908
1830;2170,0;99,483737;96,76282;99,606241;99,164639;96,691892;100,616326;97,3972;97,121899;98,644143
1831;2169,0;99,516258;96,900174;99,678559;99,17868;96,854536;100,593599;97,415094;97,085623;98,723361
1832;2168,0;99,509263;96,984043;99,667857;99,130648;96,944553;100,539429;97,317353;97,046302;98,743364
1833;2167,0;99,470681;96,962021;99,574786;99,041754;96,931653;100,500035;97,158941;97,033742;98,711388
1834;2166,0;99,402726;96,825761;99,480528;98,937838;96,836425;100,489412;97,024496;97,040223;98,656681
1835;2165,0;99,30253;96,633668;99,463611;98,832443;96,713744;100,47354;96,952094;97,024094;98,602923
1836;2164,0;99,19794;96,488697;99,522208;98,760461;96,609574;100,444809;96,916482;96,972245;98,557619
1837;2163,0;99,140088;96,466431;99,583809;98,774188;96,532021;100,454085;96,878795;96,928075;98,525597
1838;2162,0;99,140425;96,564587;99,587286;98,87194;96,47474;100,540363;96,840321;96,941137;98,526665
1839;2161,0;99,147976;96,722619;99,550085;98,96834;96,456068;100,670969;96,845302;97,011111;98,585661
1840;2160,0;99,119082;96,880622;99,55396;98,980391;96,504379;100,782082;96,931875;97,094015;98,701013
1841;2159,0;99,081958;97,013009;99,663538;98,921534;96,60044;100,842125;97,078833;97,142612;98,839098
1842;2158,0;99,090032;97,11302;99,864648;98,869235;96,673253;100,841368;97,211829;97,130583;98,967282
1843;2157,0;99,143059;97,164326;100,083146;98,870149;96,676944;100,765948;97,274299;97,069465;99,072455
1844;2156,0;99,203733;97,138035;100,243947;98,917117;96,641198;100,627525;97,278821;97,017323;99,140071
1845;2155,0;99,258005;97,018112;100,302294;98,979581;96,628046;100,482923;97,274564;97,037581;99,144443
1846;2154,0;99,31131;96,837202;100,250162;99,01979;96,666129;100,3891;97,279348;97,12694;99,08014
1847;2153,0;99,344975;96,682959;100,121589;99,011319;96,734063;100,354811;97,261815;97,202644;98,98435
1848;2152,0;99,315449;96,638262;99,976005;98,965224;96,783652;100,355194;97,189346;97,183806;98,900452
1849;2151,0;99,199929;96,69883;99,854052;98,913999;96,768432;100,376635;97,0774;97,073452;98,825101
1850;2150,0;99,027179;96,767121;99,754684;98,863976;96,671879;100,421607;96,980252;96,946399;98,719693
1851;2149,0;98,863086;96,747854;99,661428;98,795912;96,532224;100,481224;96,936881;96,876262;98,578989
1852;2148,0;98,769093;96,647727;99,578467;98,714439;96,429423;100,531942;96,935854;96,888633;98,463027
1853;2147,0;98,762828;96,566644;99,530028;98,651176;96,426363;100,55775;96,940313;96,960789;98,443962
1854;2146,0;98,806156;96,596856;99,535006;98,605658;96,52216;100,554431;96,940884;97,0341;98,530914
1855;2145,0;98,838888;96,739719;99,593397;98,532529;96,663442;100,514293;96,967851;97,038033;98,657079
1856;2144,0;98,838938;96,908323;99,685377;98,416076;96,78659;100,431718;97,04284;96,942564;98,737184
1857;2143,0;98,842708;96,996594;99,769213;98,317045;96,842159;100,332366;97,132001;96,796832;98,734271
1858;2142,0;98,896173;96,957287;99,795741;98,310792;96,807212;100,27732;97,172805;96,697456;98,681646
1859;2141,0;98,996232;96,840294;99,75284;98,404226;96,70912;100,316043;97,153525;96,707762;98,652692
1860;2140,0;99,091674;96,753212;99,689798;98,540635;96,62483;100,434069;97,138452;96,809521;98,700721
1861;2139,0;99,132309;96,763318;99,670199;98,661959;96,620535;100,559598;97,190839;96,929864;98,81329
1862;2138,0;99,104066;96,836976;99,701485;98,736376;96,689605;100,623989;97,288758;97,001623;98,921798
1863;2137,0;99,027954;96,885257;99,73238;98,74891;96,76866;100,609952;97,346177;96,998491;98,961079
1864;2136,0;98,944772;96,864441;99,719852;98,705846;96,810935;100,545686;97,313148;96,933677;98,922997
1865;2135,0;98,897756;96,810531;99,672405;98,644724;96,818525;100,472156;97,224931;96,843227;98,850339
1866;2134,0;98,909341;96,778279;99,620665;98,612262;96,807815;100,42646;97,148663;96,769373;98,787279
1867;2133,0;98,963284;96,779766;99,575457;98,625826;96,783675;100,433344;97,113949;96,741341;98,746979
1868;2132,0;99,014505;96,791937;99,532805;98,663692;96,757081;100,484139;97,106897;96,756323;98,719364
1869;2131,0;99,022035;96,793964;99,500043;98,688463;96,751958;100,530919;97,104732;96,780645;98,693331
1870;2130,0;98,975826;96,777447;99,49553;98,675125;96,774386;100,528934;97,096057;96,780833;98,667932
1871;2129,0;98,899726;96,740995;99,529272;98,62717;96,796312;100,491313;97,08132;96,75883;98,652067
1872;2128,0;98,832313;96,69852;99,596721;98,572693;96,788044;100,480498;97,071226;96,748662;98,657983
1873;2127,0;98,799187;96,682842;99,685747;98,538141;96,752995;100,534408;97,079517;96,771578;98,689278
1874;2126,0;98,797474;96,717523;99,776573;98,524503;96,716357;100,618108;97,107452;96,804636;98,730643
1875;2125,0;98,806346;96,783844;99,839091;98,515879;96,694188;100,661758;97,140008;96,806801;98,753105
1876;2124,0;98,812525;96,833224;99,847764;98,50621;96,689656;100,634325;97,163727;96,769712;98,737088
1877;2123,0;98,821555;96,837543;99,8069;98,503658;96,70731;100,565485;97,180672;96,724686;98,693439
1878;2122,0;98,844739;96,814647;99,754458;98,513467;96,749588;100,505856;97,196501;96,700527;98,657705
1879;2121,0;98,883383;96,798952;99,730708;98,534395;96,801409;100,482442;97,202091;96,693607;98,655079
1880;2120,0;98,928005;96,797719;99,737992;98,567341;96,835022;100,485833;97,178511;96,684902;98,667217
1881;2119,0;98,963884;96,786863;99,735203;98,605514;96,832638;100,484421;97,119689;96,669495;98,643905
1882;2118,0;98,973712;96,745789;99,679606;98,620669;96,796484;100,45234;97,044052;96,658631;98,560836
1883;2117,0;98,947118;96,68529;99,575915;98,589848;96,739869;100,396579;96,983526;96,665557;98,461328
1884;2116,0;98,898185;96,637741;99,477382;98,539741;96,67753;100,356257;96,962165;96,700713;98,420473
1885;2115,0;98,866064;96,626135;99,435283;98,533123;96,622775;100,363783;96,981737;96,768845;98,462427
1886;2114,0;98,885397;96,64869;99,455442;98,599508;96,585926;100,407152;97,02381;96,855085;98,532004
1887;2113,0;98,953975;96,690109;99,508485;98,703912;96,574628;100,442077;97,06653;96,921616;98,56082
1888;2112,0;99,033726;96,737958;99,570312;98,794374;96,596436;100,44347;97,100491;96,937752;98,544916
1889;2111,0;99,082677;96,78292;99,636435;98,851921;96,652415;100,432375;97,12677;96,91424;98,535158
1890;2110,0;99,084861;96,811187;99,702392;98,88006;96,721855;100,445152;97,144678;96,893856;98,564643
1891;2109,0;99,057827;96,811223;99,753031;98,880665;96,766091;100,485617;97,152399;96,905799;98,617575
1892;2108,0;99,037911;96,79148;99,778328;98,867646;96,764848;100,519476;97,158749;96,940109;98,668217
1893;2107,0;99,051428;96,780295;99,784781;98,877219;96,743697;100,516479;97,179432;96,969739;98,71529
1894;2106,0;99,091506;96,798646;99,783003;98,929828;96,7484;100,488892;97,21483;96,985754;98,761533
1895;2105,0;99,125327;96,834657;99,774338;98,99296;96,791833;100,479846;97,241669;97,002024;98,785576
1896;2104,0;99,128557;96,851387;99,755312;99,009831;96,839913;100,513682;97,234682;97,031335;98,760498
1897;2103,0;99,107844;96,821949;99,72555;98,960518;96,851795;100,567572;97,190299;97,067539;98,691342
1898;2102,0;99,087146;96,755999;99,685881;98,87712;96,820519;100,599329;97,124718;97,093434;98,614876
1899;2101,0;99,083372;96,692409;99,637828;98,807402;96,770542;100,596132;97,057725;97,1007;98,564948
1900;2100,0;99,104043;96,665629;99,591038;98,781139;96,728272;100,583898;97,004855;97,098365;98,550652
